News#,Title Content,Match,Score,Polarity
432,"ec inflation starts to rise again in february","",0,NEUTRAL
433,"pantera's pant to buy ten pizza restaurants","",0,NEUTRAL
434,"allied-signal inc to sell linotype group to commerzbank of west germany
","",0,NEUTRAL
435,"energy/u.s. oil output","",0,NEUTRAL
436,"todd shipyards tod omits commmon dividend","",0,NEUTRAL
437,"imo delaval imd sets initial dividend","",0,NEUTRAL
438,"fed to purchase treasury bills for a customer","a",1,POSITIVE
439,"gould gld introduces new mini supercomputers","",0,NEUTRAL
440,"national computer systems inc nlcs4th qtr net","",0,NEUTRAL
441,"sec sanctions accountants kmg main hurdman","",0,NEUTRAL
442,"allied-signal ald to sell linotype unit","",0,NEUTRAL
443,"continental health affiliates inc cthl 4th qtr","",0,NEUTRAL
444,"canada sets oil industry aid package","",0,NEUTRAL
445,"continental cthl repurchases notes","",0,NEUTRAL
446,"atlantis group inc to offer shares notes","",0,NEUTRAL
447,"mountleigh group seeks 100 mln stg facility","",0,NEUTRAL
448,"southwest forest swf settles strike","strike",-1,NEGATIVE
449,"cocoa talks slow at crucial stage - delegates","slow",-1,NEGATIVE
450,"mack trucks mack debt affirmed by s/p","debt",-1,NEGATIVE
451,"euratom ecu bond marks rome treaty anniversary","",0,NEUTRAL
452,"newmont gold ngc sees gold sales rising","gold, gold",2,POSITIVE
453,"messidor to merge with triton beleggingen","",0,NEUTRAL
454,"immunogenetics igen to enter liposome field","",0,NEUTRAL
455,"smith barney analyst cuts hercules hpc rating","",0,NEUTRAL
456,"s/p upgrades consumers power's senior and subordinated debt
","",0,NEUTRAL
457,"navistar nav sees higher capital spending","",0,NEUTRAL
458,"mohawk data mds affiliate in service deal","",0,NEUTRAL
459,"consumers power cms debt raised by s/p","debt",-1,NEGATIVE
460,"encor energy corp plans 125 mln dlr debenture offer
","",0,NEUTRAL
461,"pacific gas pcg seeks purchase rule change","",0,NEUTRAL
462,"encor energy corp inc yr net loss 406.6 mln vs profit 35.4 mln
","loss",-1,NEGATIVE
463,"brazil plans new economic strategy for growth","",0,NEUTRAL
464,"middle south msu to form new dividend policy","",0,NEUTRAL
465,"uk poll shows surge for centrist alliance parties","",0,NEUTRAL
466,"emerson radio eme sells debt privately","debt",-1,NEGATIVE
467,"solar systems sun dance ssdn extends warrants","",0,NEUTRAL
468,"twa sold four mln shares of usair believed to institutions wall street sources
","",0,NEUTRAL
469,"u.s. sugar policy may self-destruct congressman","",0,NEUTRAL
470,"fiat says it not planning to issue eurobonds","issue",-1,NEGATIVE
471,"investors increase stake in frost sullivan","frost",-1,NEGATIVE
472,"liberian ore carrier in collision in river elbe","",0,NEUTRAL
473,"aim telephones aimt sells debt to shareholder","debt",-1,NEGATIVE
474,"hershey oil corp hso 4th qtr loss","loss",-1,NEGATIVE
475,"vista management inc gets bond guarantees","",0,NEUTRAL
476,"eg and g inc egg sets quarterly","",0,NEUTRAL
477,"encor energy corp inc year loss","loss",-1,NEGATIVE
478,"brazilian labour unrest spreads many banks shut","unrest",-1,NEGATIVE
479,"oak industries oak sets debt exchange offer","debt",-1,NEGATIVE
480,"collins foods cf to redeem debentures","redeem",1,POSITIVE
481,"andreotti drops coalition bid","",0,NEUTRAL
482,"team tmi to unveil new equipment in may","",0,NEUTRAL
483,"asta group inc unit in loan purchase","",0,NEUTRAL
484,"encor plans 125 mln dlr debenture offering","",0,NEUTRAL
485,"arden international aiki 4th qtr dec 27 net","",0,NEUTRAL
486,"twa twa sells position in usair u","",0,NEUTRAL
487,"combustion engineeringcsp sees 1st qtr net off","",0,NEUTRAL
488,"newmont gold sees its sales rising 22 pct","gold",1,POSITIVE
489,"talking point/tobacco stocks","",0,NEUTRAL
490,"micro display mdsi gets european orders","",0,NEUTRAL
491,"treasury's baker says exchange rate changes will reduce trade deficit this year
","",0,NEUTRAL
492,"treasury's baker says economic cooperation process is working
","",0,NEUTRAL
493,"treasury's baker says "throwing money" at debtor nations won't work
","",0,NEUTRAL
494,"utah power utp plans to redeem preferred stock","redeem",1,POSITIVE
495,"gateway sporting buys innovative dental","innovative",1,POSITIVE
496,"treasury's baker sees cut in trade deficit","",0,NEUTRAL
497,"cyclops corp reforms board after dixons group fails to get majority of cyclops stock
","reforms, fails",0,NEUTRAL
498,"uk to retain powers against u.s unitary taxation","",0,NEUTRAL
499,"treasury's baker says economic cooperation works","works",1,POSITIVE
500,"pan atlantic re inc pnre 4th qtr net","pan",-1,NEGATIVE
501,"quaker chemical corp qchm sets quarterly","",0,NEUTRAL
502,"raytheon rtn director resigns","",0,NEUTRAL
503,"middle south msu to consider dividend","",0,NEUTRAL
504,"monarch capital mon calls preferred","",0,NEUTRAL
505,"cyanotech cyan sets way to extract carotene","",0,NEUTRAL
506,"sas to upgrade cabin service in scandinavia","",0,NEUTRAL
507,"belgium plans to outlaw insider trading","outlaw",-1,NEGATIVE
508,"owens-corning fiberglas ocf sells foam unit","",0,NEUTRAL
509,"u.s. shoe inc 4th qtr shr 31 cts vs 56 cts
","",0,NEUTRAL
510,"u.s. tax fraud charges brought against three","fraud",-1,NEGATIVE
511,"o'brien energy obs in citicorp cci lease","",0,NEUTRAL
512,"quaker chemical qchm to repurchase shares","",0,NEUTRAL
513,"treasury's baker outlines trade bill criticisms","criticisms",-1,NEGATIVE
514,"casino commission delays vote on holiday hia","delays",-1,NEGATIVE
515,"worthern banking wor in agreement with feds","",0,NEUTRAL
516,"u.s. shoe corp usr 4th qtr jan 31 net","",0,NEUTRAL
517,"nutmeg industries nutm sets licensing pact","",0,NEUTRAL
518,"argentine soybean yield estimates down further","",0,NEUTRAL
519,"beta phase beta to sell eyeglass technology","",0,NEUTRAL
520,"lyng says agriculture should share spending cuts","",0,NEUTRAL
521,"treasury's baker says new money not panacea","",0,NEUTRAL
522,"vertex industries inc vetx 2nd qtr jan 31 net","",0,NEUTRAL
523,"cyclops cyl says dixons appointees resign","",0,NEUTRAL
524,"ecuador negotiates with nigeria for lending oil","",0,NEUTRAL
525,"computervision cvn unveils new design gear","",0,NEUTRAL
526,"northern states power co nsp votes quarterly","",0,NEUTRAL
527,"summit tax exempt bond fund sua sets payout","",0,NEUTRAL
528,"u.s. senate trade leader concerned about canada","concerned",-1,NEGATIVE
529,"treasury's baker says new money not debt panacea","debt",-1,NEGATIVE
530,"baker says u.s. willing to cooperate to stabilize exchange rates
","willing, stabilize",2,POSITIVE
531,"baker says u.s. wants to stabilize exchange rates","stabilize",1,POSITIVE
532,"justice dot back airline antitrust switch","",0,NEUTRAL
533,"u.s. government expands crackdown on bad debts","bad, debts",-2,NEGATIVE
534,"first federal delaware agreement extended","",0,NEUTRAL
535,"edelman group in plan to buy morse shoe mrs","",0,NEUTRAL
536,"philip morris' mo oscar mayer sets redemption","redemption",1,POSITIVE
537,"u.s  auto agency grants ford f air bag request","",0,NEUTRAL
538,"merck mrk gets fda heartworm medicine approval","approval",1,POSITIVE
539,"john labatt sees good fourth quarter year","good",1,POSITIVE
540,"husky hyo sets meeting to approve merger","approve",1,POSITIVE
541,"baltimore gas and electric bge files debt","debt",-1,NEGATIVE
542,"merck mrk gets approval for dog heart drug","approval",1,POSITIVE
543,"washington gas light co wgl hikes payout","",0,NEUTRAL
544,"zenith ze names new financial officer","zenith",1,POSITIVE
545,"ferc decision could cut columbia gas cg net","",0,NEUTRAL
546,"u.s. offers more credits for veg oil to n. yemen","",0,NEUTRAL
547,"puerto rican cement co prn sets payout","",0,NEUTRAL
548,"u.s. shoe usr to open 421 stores in 1987","",0,NEUTRAL
549,"barris brrs to buy back stock","",0,NEUTRAL
550,"canada may monitor steel shipments","",0,NEUTRAL
551,"mexico signs 100 mln dlr iadb tourism loan","",0,NEUTRAL
552,"wesco financial corp wsc 4th qtr net","",0,NEUTRAL
553,"helm h sells additional shares in bamberger","",0,NEUTRAL
554,"ampal-american israel corp ais.a year net","",0,NEUTRAL
555,"cocoa council chairman seeks buffer compromise","",0,NEUTRAL
556,"snc group expects higher 1987 earnings sales","",0,NEUTRAL
557,"mine safety mnes sells south africa unit","",0,NEUTRAL
558,"medar inc mdxr 4th qtr dec 31 loss","loss",-1,NEGATIVE
559,"medar mdxr changes fiscal year","",0,NEUTRAL
560,"epsilon data epsi gets new credit agreement","",0,NEUTRAL
561,"u.s. securities industry assn backs restraints on takeovers insider trading
","",0,NEUTRAL
562,"chemfix technologies inc cfix 2nd qtr net","",0,NEUTRAL
563,"alabama upgraded in brucellosis program","upgraded",1,POSITIVE
564,"helm h affiliate sells system","",0,NEUTRAL
565,"federal paper fbo offers preferential shares","",0,NEUTRAL
566,"allis-chalmers ah sells swiss unit","",0,NEUTRAL
567,"monarch capital mon pr will not resume trading","",0,NEUTRAL
568,"florida employers insurance co flae year 1986","",0,NEUTRAL
569,"shell oil gets 104.3 mln dlr contract","",0,NEUTRAL
570,"u.s. 4-year note average yield 6.79 pct stop 6.79 pct awarded at high yield 95 pct
","awarded",1,POSITIVE
571,"detroit edison files shelf registration for one billion dlrs in bonds
","",0,NEUTRAL
572,"nike inc nike 3rd qtr feb 28 net","",0,NEUTRAL
573,"zenith national insurance znat qtly dividend","zenith",1,POSITIVE
574,"redkin laboratories inc rdkn qtly dividend","",0,NEUTRAL
575,"int'l minerals igl plans biotechnology project","",0,NEUTRAL
576,"coopervision inc eye qtly dividend","",0,NEUTRAL
577,"ual ual surrounded by takeover speculation","",0,NEUTRAL
578,"u.s. securities group backs insider restraints","",0,NEUTRAL
579,"texaco tx reserves down despite lower output","",0,NEUTRAL
580,"six reported wounded in ecuador general strike","strike",-1,NEGATIVE
581,"int'l minerals project to boost hog lean weight","boost, lean",2,POSITIVE
582,"lomac to pay 17 mln dlrs to clean site in first superfund-2 settlement
","clean",1,POSITIVE
583,"pulitzer publishing co pltzc declares qtly div","",0,NEUTRAL
584,"federal co fff sets regular payout","",0,NEUTRAL
585,"transcanada pipe trp sets share redemption","redemption",1,POSITIVE
586,"southwestern bell sbc sees earnings dilution","",0,NEUTRAL
587,"bolivian debt buyback plan said gaining ground","debt, gaining",0,NEUTRAL
588,"brazil wants to increase steel exports to u.s.","",0,NEUTRAL
589,"xylogics in initial public offering","",0,NEUTRAL
590,"detroit edison dte registers bonds","",0,NEUTRAL
591,"s/p downgrades dana corp's 900 mln dlrs of debt
","",0,NEUTRAL
592,"anchor savings bank offering fully subscribed","savings",1,POSITIVE
593,"lear siegler holding corp plans to divest aerospace subsidiary
","",0,NEUTRAL
594,"varity corp year shr loss 21 cts vs loss 16 cts
","loss, loss",-2,NEGATIVE
595,"nordson ndsn sets 3-for-2 split","split",-1,NEGATIVE
596,"baldrige sees u.s. trade deficit starting to decline in feb or march data
","decline",-1,NEGATIVE
597,"s/p may upgrade wainoco oil wol","",0,NEUTRAL
598,"u.s. budget director warns against tax increase","",0,NEUTRAL
599,"baldrige sees u.s. trade gap dropping soon","",0,NEUTRAL
600,"normal work resumes at new zealand ports","work",1,POSITIVE
601,"varity corp vat 4th qtr jan 31 loss","loss",-1,NEGATIVE
602,"indiana federal ifsl 4th qtr net","",0,NEUTRAL
603,"lear-siegler holding to divest aerospace unit","",0,NEUTRAL
604,"rubbermaid rbd completes acquisitions","",0,NEUTRAL
605,"kansas power and light kan chairman leaving","",0,NEUTRAL
606,"crystal oil co cor 4th qtr loss","loss",-1,NEGATIVE
607,"chemfix technologies cfix 2nd qtr feb 28 net","",0,NEUTRAL
608,"federal-mogul corp fmo sets regular dividend","",0,NEUTRAL
609,"iowa resources inc ior declares qtly dividend","",0,NEUTRAL
610,"eia says distillate stocks off 3.2 mln bbls gasoline up 2.2 mln crude up 7.5 mln
","crude",-1,NEGATIVE
611,"u.s. home resales up in february realtors say","",0,NEUTRAL
612,"el paso electric elpa to buy back bonds","",0,NEUTRAL
613,"lower u.s. soybean loan idea sharply criticized","sharply, criticized",-2,NEGATIVE
614,"fiduciary trust co in five-for-one stock split","trust, split",0,NEUTRAL
615,"modulaire modx buys boise homes property","",0,NEUTRAL
616,"u.s. house panel adopts bill that could bar japanese primary dealers
","",0,NEUTRAL
617,"little support for mandatory acreage cuts - lyng","support",1,POSITIVE
618,"ual ual unit links reservation service","",0,NEUTRAL
619,"dana corp dcn debt lowered by s/p","debt",-1,NEGATIVE
620,"minnesota power mpl sells seven-year bonds","",0,NEUTRAL
621,"la quinta motor inns inclqm3rd qtr feb 28 net","",0,NEUTRAL
622,"kansas city southern industries says it eager to purchase southern pacific railroad
","eager",1,POSITIVE
623,"fnma announces 10 and 20-year mortgage products","",0,NEUTRAL
624,"u.s. chipmakers urge sanctions against japan","",0,NEUTRAL
625,"u.s. legislation could bar japanese dealers","",0,NEUTRAL
626,"bolivian debt buyback plan gains ground","debt, gains",0,NEUTRAL
627,"pdvsa picks arco-agip consortium in coal venture","",0,NEUTRAL
628,"s/p downgrades chase chemical irving manufacturers mellon and security pacific
","",0,NEUTRAL
629,"icn icn says kodak sale will not affect r/d","",0,NEUTRAL
630,"recent u.s. oil demand up 0.1 pct from year ago","",0,NEUTRAL
631,"fed approves chemical bank acquisition of texas commerce bancshares
","",0,NEUTRAL
632,"s/p downgrades six u.s. money center banks","",0,NEUTRAL
633,"kansas city ksu ready to buy southern pacific","ready",1,POSITIVE
634,"gencorp gy bid could be raised group says","",0,NEUTRAL
635,"unocal ucl plans increase in capital spending","",0,NEUTRAL
636,"fed approves chemical new york chl merger","",0,NEUTRAL
637,"varityvat sees improved results after 1st qtr","improved",1,POSITIVE
638,"campbell resources cch ups meston lake stake","",0,NEUTRAL
639,"fpl group fpl unit files to offer preferred","",0,NEUTRAL
640,"metrobanc mtbc shareholders approve merger","approve",1,POSITIVE
641,"connecticut energy cneunit seeks higher rates","",0,NEUTRAL
642,"cattlemen assessing death loss from storm","death, loss",-2,NEGATIVE
643,"plains resources inc plns year loss","loss",-1,NEGATIVE
644,"ecuador signs 280 mln dlr iadb loan","",0,NEUTRAL
645,"peru's debt obligations hit 6.3 billion dlrs in 1987","debt",-1,NEGATIVE
646,"pennzoil (pzl) willing to settle texaco (tx) lawsuit","willing",1,POSITIVE
647,"farm credit system to ask for congressional aid","",0,NEUTRAL
648,"gv medical inc gvmi 4th qtr loss","loss",-1,NEGATIVE
649,"first federal/arkansas fark in court ruling","",0,NEUTRAL
650,"ibc president not to attend ico executive board","",0,NEUTRAL
651,"colombia to maintain foreign borrowing levels","",0,NEUTRAL
652,"exchange rate bill clears u.s. house panel","clears",1,POSITIVE
653,"u.s. chipmakers urge sanctions against japan","",0,NEUTRAL
654,"lomac to pay costs in first superfund agreement","",0,NEUTRAL
655,"world bank affiliate provides credit for haiti","",0,NEUTRAL
656,"u.s. agriculture secy doubtful on deficit goal","doubtful",-1,NEGATIVE
657,"clabir clg ambrit abi call off merger","",0,NEUTRAL
658,"faa orders voice recorders on new commuter craft","",0,NEUTRAL
659,"telecommunications bill clears u.s. house panel","clears",1,POSITIVE
660,"bank board takes control of florida thrift","thrift",1,POSITIVE
661,"moody's downgrades zenith electronics ze debt","zenith, debt",0,NEUTRAL
662,"sdc sydney replaces chairman","",0,NEUTRAL
663,"cost of pik certificates to be eyed by congress","",0,NEUTRAL
664,"daily telegraph in deal with news international","",0,NEUTRAL
665,"usacafes usf unit posts record weekly sales","",0,NEUTRAL
666,"macao to keep existing system for 50 years","",0,NEUTRAL
667,"friedman industries inc frd quarterly div","",0,NEUTRAL
668,"chirac sees faster privatisation","faster",1,POSITIVE
669,"iadb meeting ends with u.s. isolated on reform","isolated, reform",0,NEUTRAL
670,"latin oil producers to meet in caracas","",0,NEUTRAL
671,"australian reserve bank cuts rediscount rate","",0,NEUTRAL
672,"argentina says could follow brazilian debt move","debt",-1,NEGATIVE
673,"genova gnva signs definitive merger agreement","",0,NEUTRAL
674,"penobscot shoe co pso 1st qtr feb 27 net","",0,NEUTRAL
675,"drexel says business strong despite trade probe","strong",1,POSITIVE
676,"dauster says no change in brazil's coffee policy","",0,NEUTRAL
677,"exchange rate bill clears u.s. house panel","clears",1,POSITIVE
678,"consolidate capital trust ciots 4th qtr net","trust",1,POSITIVE
679,"sarney reiterates that brazil will not go to imf","",0,NEUTRAL
680,"u.s. banks seen stepping up securities role","",0,NEUTRAL
681,"palo verde unit 3 granted operating license","",0,NEUTRAL
682,"treasury's baker says he stands by paris pact to foster stable currencies
","stable",1,POSITIVE
683,"members vote to dissolve u.s. farm co-op","",0,NEUTRAL
684,"u.s. senate farm panel makeup still in doubt","doubt",-1,NEGATIVE
685,"baker says he stands by paris currency agreement","",0,NEUTRAL
686,"baker declines comment on volcker reappointment","declines",-1,NEGATIVE
687,"china says 1986 budget deficit 7.08 billion yuan","",0,NEUTRAL
688,"guyana finance minister optimistic but seeks help","optimistic",1,POSITIVE
689,"baker opposes stock transaction tax proposal","",0,NEUTRAL
690,"baker seeks more bank loans to developing nations","",0,NEUTRAL
691,"libyans appear to be pulling out of chad","",0,NEUTRAL
692,"china portugal initial macao pact","",0,NEUTRAL
693,"baker sees 15 to 20 billion dlr drop in trade gap","",0,NEUTRAL
694,"sumita says further yen rise would adversely affect japanese economy
","",0,NEUTRAL
695,"sumita says major nations will continue to cooperate to stabilize currencies
","stabilize",1,POSITIVE
696,"n.z. money supply rises 2.4 pct in january","",0,NEUTRAL
697,"further yen rise would hurt japan economy sumita","hurt",-1,NEGATIVE
698,"japan vtr and tv exports fall in february","fall",-1,NEGATIVE
699,"democrat loses bid to win contra aid accounting","loses, win",0,NEUTRAL
700,"ec links agricultural trade talks to other reform","reform",1,POSITIVE
701,"vietnam's army ordered to grow more food","",0,NEUTRAL
702,"linde turnover up in first two months of 1987","",0,NEUTRAL
703,"linde ag ling.f 1986 year","",0,NEUTRAL
704,"pacific dunlop announces aids protection discovery","protection",1,POSITIVE
705,"bank of new zealand shares to be listed next week","",0,NEUTRAL
706,"japan seen cutting april bond coupon from five pct","",0,NEUTRAL
707,"singapore rule changes seen having little impact","",0,NEUTRAL
708,"trade surplus cut would benefit japan - sumita","benefit",1,POSITIVE
709,"violence reported in ecuador general strike","strike",-1,NEGATIVE
710,"philippine debt talks proceed with narrower focus","debt, narrower",-2,NEGATIVE
711,"garcia says peru not trying to export debt stance","debt",-1,NEGATIVE
712,"supreme court upholds affirmative action for women","supreme, affirmative",2,POSITIVE
713,"economic spotlight - hong kong's more active role","",0,NEUTRAL
714,"gulf escorts still under discussion - weinberger","",0,NEUTRAL
715,"sri lanka to launch appeal for drought aid","appeal, drought",0,NEUTRAL
716,"miyazawa says major nations acting on paris accord","",0,NEUTRAL
717,"u.s. house panel approves 400 mln dlrs foreign aid","",0,NEUTRAL
718,"economic spotlight - tokyo earthquake aftershocks","",0,NEUTRAL
719,"hoechst ag 1986 world group pretax profit 3.21 billion marks vs 3.16 billion
","",0,NEUTRAL
720,"aidc issues first australian dlr medium term notes","issues",-1,NEGATIVE
721,"mazda does not plan to make sports cars in u.s.","",0,NEUTRAL
722,"kawasaki to increase motorcycle output","",0,NEUTRAL
723,"bank of france launches money market intervention tender - official
","tender",1,POSITIVE
724,"hoechst ag hfag.f year 1986","",0,NEUTRAL
725,"german trade current account data due today","",0,NEUTRAL
726,"bank of france launches money market tender","tender",1,POSITIVE
727,"bp says it will tender for remaining 45 pct of standard oil at 70 dlrs a share cash
","tender, a",2,POSITIVE
728,"china projects 1987 budget deficit increase","",0,NEUTRAL
729,"bp to offer 7.4 billion dlrs for standard shares","",0,NEUTRAL
730,"hoechst raises profits on lower sales","",0,NEUTRAL
731,"danish overnight money market rate cut to 10 pct from 10.5 - central bank
","",0,NEUTRAL
732,"bhp net seen around 600 mln dlrs for nine months","",0,NEUTRAL
733," bp units seek five billion dlr revolving credit to support standard oil tender
","support",1,POSITIVE
734,"indian plant signs first alumina export contract","",0,NEUTRAL
735,"fried. krupp gmbh krpg.d year 1986","",0,NEUTRAL
736,"nordic investment bank has zero coupon bond","",0,NEUTRAL
737,"lucas industries plc lucs.l halfyear ended jan 31","",0,NEUTRAL
738,"bp units seek five billion dlr revolving credit","",0,NEUTRAL
739,"eurofima launching 40 mln swiss franc notes","",0,NEUTRAL
740,"club mediterranee cmi.pa - year ended october 31","",0,NEUTRAL
741,"u.k. money market liquidity position expected flat","",0,NEUTRAL
742,"ec sugar tender seen as further concession","tender, concession",0,NEUTRAL
743," german feb current account surplus 6.6 billion marks (jan surplus 4.8 billion) - official
","",0,NEUTRAL
744," german february trade surplus 10.4 billion marks (jan surplus 7.2 billion) - official
","",0,NEUTRAL
745,"german current account surplus widens in february","",0,NEUTRAL
746,"montreal trustco issues canadian dollar eurobond","issues",-1,NEGATIVE
747,"keating revises down australian growth forecast","",0,NEUTRAL
748,"taiwan's savings at record high","savings",1,POSITIVE
749,"short-dated saudi riyal rates firm in quiet market","quiet",1,POSITIVE
750,"japan beef price support cut will not raise demand","support",1,POSITIVE
751,"foreign firms hope to join japan telecom company","",0,NEUTRAL
752,"u.k. oilmeal/veg oil production rose in 1986","",0,NEUTRAL
753,"bnp plans 100 mln h.k. dlr cd issue","issue",-1,NEGATIVE
754,"philippines to put 100 state firms up for sale","",0,NEUTRAL
755,"singapore laws to liberalise local capital market","",0,NEUTRAL
756,"siemens sees sales near 52 billion marks this year","",0,NEUTRAL
757,"krupp has satisfactory 1986 results","satisfactory",1,POSITIVE
758,"japanese scientists develop aids detection material","",0,NEUTRAL
759,"no pessimism for german exporters ministry","pessimism",-1,NEGATIVE
760,"monetary authorities said to lose credibility","lose",-1,NEGATIVE
761,"austria makes two billion schilling note issue","issue",-1,NEGATIVE
762,"france's caecl issues three billion franc bond","issues",-1,NEGATIVE
763,"uk feb trade deficit 224 mln stg vs deficit 527 mln in jan - official.
","",0,NEUTRAL
764,"u.k. feb cuurent account surplus 376 mln stg vs jan surplus 73 mln - official.
","",0,NEUTRAL
765,"malaysian central bank sees higher 1987 growth","",0,NEUTRAL
766,"u.k. visible trade deficit narrows in february","",0,NEUTRAL
767,"lucas sees continued growth in second half","",0,NEUTRAL
768,"iwc ups soviet grain 1986/87 import estimate three mln tonnes to 29 mln - official
","",0,NEUTRAL
769,"iwc lifts 1986/87 world wheat coarse grain estimate one mln tonnes to record 1377 mln
","coarse",-1,NEGATIVE
770,"economic spotlight - swiss banking secrecy","",0,NEUTRAL
771,"montreal trustco issues canadian dollar eurobond","issues",-1,NEGATIVE
772,"libyans appear to be pulling out of chad","",0,NEUTRAL
773,"trade surplus cut would benefit japan - sumita","benefit",1,POSITIVE
774,"alsthom awarded 900 mln franc pakistani deal","awarded",1,POSITIVE
775,"commission approves rainbow/progressive merger","",0,NEUTRAL
776,"violence reported in ecuador general strike","strike",-1,NEGATIVE
777,"u.k. money market forecast revised to deficit","",0,NEUTRAL
778,"iwc lifts world grain output estimate to record","",0,NEUTRAL
779,"bank of japan buys small quantity dollars -dealers","",0,NEUTRAL
780,"u.k. trade figures buoy hopes of interest rate cut","",0,NEUTRAL
781,"ecc approves montedison/hercules venture","",0,NEUTRAL
782,"ec sells butter stocks to soviet union","",0,NEUTRAL
783,"german net currency reserves rise","",0,NEUTRAL
784,"world bank chief concerned about brazil economy","concerned",-1,NEGATIVE
785,"italian treasury announces certificate offer","",0,NEUTRAL
786,"guinness peat has cash advance facility","",0,NEUTRAL
787,"sumitomo bank has 500 mln stg cd program","",0,NEUTRAL
788,"currency exchange loss pushes malaysia's debt up","loss, debt",-2,NEGATIVE
789,"iwc says effect of lower support prices limited","support, limited",0,NEUTRAL
790,"sandoz has 50 mln dlr euro-cp program","",0,NEUTRAL
791,"u.s. treasury's baker opposes tax increase","",0,NEUTRAL
792,"philippine debt talks proceed with narrower focus","debt, narrower",-2,NEGATIVE
793,"treasury's baker says he stands by paris pact","",0,NEUTRAL
794,"treasury's baker declines comment on volcker","declines",-1,NEGATIVE
795,"german analysts see gold rising in 2nd half 1987","gold",1,POSITIVE
796,"cambrian and general notes relisted in london","",0,NEUTRAL
797,"gulf escorts still under discussion - weinberger","",0,NEUTRAL
798,"austria treasury note issue likely to be increased","issue",-1,NEGATIVE
799,"new capital rules would favor first interstate","favor",1,POSITIVE
800,"first interstate i estimates loss on brazil","loss",-1,NEGATIVE
801,"french unemployment rises to seasonally adjusted 2.65 mln in february - official
","",0,NEUTRAL
802,"conrail initial offer priced at 28 dlrs share","",0,NEUTRAL
803,"mickelberry corp mbc 4th qtr net","",0,NEUTRAL
804,"holiday hia sees ruling next week on plan","",0,NEUTRAL
805,"mickelberry mbc completes sale of unit","",0,NEUTRAL
806,"fluorocarbon co fcbn 4th qtr jan 31 net","",0,NEUTRAL
807,"rostenkowski says reagan must reconsider tax rise","",0,NEUTRAL
808,"french february unemployment hits record 2.65 mln","",0,NEUTRAL
809,"treasury's baker opposes stock transaction tax","",0,NEUTRAL
810,"philips electrical sells stake in unidare","",0,NEUTRAL
811,"american medical international inc 2nd qtr shr profit 32 cts vs loss 95 cts
","loss",-1,NEGATIVE
812,"baker sees 15 to 20 billion dlr drop in trade gap","",0,NEUTRAL
813,"new generation foods ngen sells shares","",0,NEUTRAL
814,"american medical international inc ami net","",0,NEUTRAL
815,"siemens u.s. turnover to rise in current year","",0,NEUTRAL
816,"f.w. dodge reports february construction drops","",0,NEUTRAL
817,"u.k. visible trade deficit narrows in february","",0,NEUTRAL
818,"french reserves fall on debt repayment","fall, debt",-2,NEGATIVE
819,"foote mineral co in letter of intent to merge into rio tinto-zinc
","",0,NEUTRAL
820," german march cost of living 0.2 pct below year ago (feb 0.5 pct below) - official
","",0,NEUTRAL
821,"trizec corp ltd 1st qtr jan 31 net","",0,NEUTRAL
822,"braniff bair may get mexican service authority","",0,NEUTRAL
823,"boston edison co bse regular dividend","",0,NEUTRAL
824,"nippon signal issues 50 mln swiss franc notes","issues",-1,NEGATIVE
825,"german cost of living falls in march on year-ago","falls",-1,NEGATIVE
826,"british banks resist signing mexico package seek more equitable contributions - lloyds
","equitable",1,POSITIVE
827,"turkey could apply for ec membership by early may","",0,NEUTRAL
828,"british banks seek more equitable contributions on mexico package - lloyds
","equitable",1,POSITIVE
829,"foote mineral fte to merge into rio tinto","",0,NEUTRAL
830,"u.s. first time jobless claims rose in week","jobless",-1,NEGATIVE
831,"british banks resist signing mexico package","",0,NEUTRAL
832,"hong kong february trade swings into deficit","",0,NEUTRAL
833,"best products co inc 4th qtr shr 1.44 dlrs vs 83 cts
","best",1,POSITIVE
834,"generale head calls for belgian bank flexibility","flexibility",1,POSITIVE
835,"best products co bes 4th qtr jan 31 net","best",1,POSITIVE
836,"k mart km to supply home shopping network","",0,NEUTRAL
837,"bank of spain provides year record assistance funds","",0,NEUTRAL
838,"great western gwf to redeem debentures","great, redeem",2,POSITIVE
839,"china portugal initial macao pact","",0,NEUTRAL
840,"ethyl corp ey units complete acquisiton","",0,NEUTRAL
841,"jefferies is making a market in standard srd","a",1,POSITIVE
842,"colonial cabk talks with dissidents break down","dissidents, break",-2,NEGATIVE
843,"british politicians urge japan trade sanctions","",0,NEUTRAL
844,"u.k. trade figures buoy hopes of interest rate cut","",0,NEUTRAL
845,"s. korea may buy u.s. oil to aid trade balance","",0,NEUTRAL
846,"bp bp to hold new york press conference","",0,NEUTRAL
847,"u.s. treasury's mulford reaffirms g-6 pact to foster currency stability around current levels
","stability",1,POSITIVE
848,"treasury's mulford says g-6 has no currency target zones ranges
","",0,NEUTRAL
849,"german analysts see gold firming later this year","gold",1,POSITIVE
850,"essex chemical esx sells convertible debt","debt",-1,NEGATIVE
851,"u.k. money market receives 226 mln stg assistance","",0,NEUTRAL
852,"sweden revises budget forecasts","",0,NEUTRAL
853,"bank of france leaves money market intervention rate unchanged at 7-3/4 pct - official
","",0,NEUTRAL
854,"mco mco maxxam mxm holders approve merger","approve",1,POSITIVE
855,"canada details two bond auctions","",0,NEUTRAL
856,"price co pclb 2nd qtr march 15 net","",0,NEUTRAL
